id,device,timestamp,type,value,values_colorsLearned,values_duckColor,values_frogColorToFollow,values_numbersLearned,values_url
f8dcbfff-b9f7-4b60-9a3b-a58b0d1a300f-30,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337010357,,"{""type"":""FingerDown"",""x"":90,""y"":19}1337009022838",,,,,
f8dcbfff-b9f7-4b60-9a3b-a58b0d1a300f-31,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337010357,,"{""type"":""FingerDown"",""x"":97,""y"":5}1337009023030",,,,,
f8dcbfff-b9f7-4b60-9a3b-a58b0d1a300f-32,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337010357,,"{""type"":""FingerDown"",""x"":68,""y"":20}1337009023185",,,,,
f8dcbfff-b9f7-4b60-9a3b-a58b0d1a300f-33,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337010357,,"{""type"":""FingerDown"",""x"":86.2,""y"":15.1}1337009023388",,,,,
f8dcbfff-b9f7-4b60-9a3b-a58b0d1a300f-34,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337010357,,"{""type"":""FingerDown"",""x"":53.4,""y"":2.1}1337009023560",,,,,
f8dcbfff-b9f7-4b60-9a3b-a58b0d1a300f-35,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337010357,,"{""type"":""Iconimation"",""name"":""word1""}1337009024874",,,,,
f8dcbfff-b9f7-4b60-9a3b-a58b0d1a300f-36,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337010357,,"{""type"":""Iconimation"",""name"":""word1""}1337009025023",,,,,
f8dcbfff-b9f7-4b60-9a3b-a58b0d1a300f-37,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337010357,,"{""type"":""Iconimation"",""name"":""word1""}1337009025182",,,,,
f8dcbfff-b9f7-4b60-9a3b-a58b0d1a300f-38,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337010357,,"{""type"":""FingerDown"",""x"":48,""y"":86}1337009025430",,,,,
f8dcbfff-b9f7-4b60-9a3b-a58b0d1a300f-39,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337010357,,"{""type"":""FingerDown"",""x"":46.45,""y"":47.85}1337009025558",,,,,
f8dcbfff-b9f7-4b60-9a3b-a58b0d1a300f-40,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337010357,,"{""type"":""FingerDown"",""x"":100.5,""y"":32.05}1337009025696",,,,,
f8dcbfff-b9f7-4b60-9a3b-a58b0d1a300f-41,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337010357,,"{""type"":""Iconimation"",""name"":""word1""}1337009025818",,,,,
